17 1 0 27.02 18 4 7 10 10 3 5 9 22 2 5 11 27 1 5 11 3 2 5 9 7 3 5 9 1 2 5 10 6 1 5 10 23 4 6 9 25 3 5 9 15 2 5 9 12 1 5 9 24 4 6 9 16 2 5 9 30 2 6 10 21 1 6 10 29 4 6 10 19 2 6 10 5 2 5 10 31 1 5 10 11 4 5 9 17 2 5 10 9 2 5 10 32 1 5 10 13 3 6 9 26 2 5 9 2 2 5 9 28 1 5 9 20 4 6 9 14 2 5 9 4 1 5 9 8 2 6 11
32 1 0 7.5 7 3 6 10 32 3 6 9 8 3 6 10 26 3 6 10 24 3 5 9 2 3 5 9 17 3 6 10 14 3 6 10 30 3 7 9 18 3 7 9 9 3 7 10 20 3 6 10 6 3 7 9 28 3 7 9 29 3 7 11 27 3 7 11 22 4 6 10 10 3 6 10 15 3 6 10 4 3 6 10 11 3 6 9 21 3 5 9 3 3 6 10 13 3 6 10 19 3 7 9 31 3 7 9 12 3 7 9 16 3 6 10 25 3 7 9 23 3 7 9 1 3 7 11 5 3 7 11
NA N N 29.25 2 3 7 10 13 3 6 10 8 2 5 10 3 1 5 10 27 3 5 9 7 3 5 9 16 2 5 10 32 2 5 10 24 3 6 9 29 3 6 9 11 3 6 9 25 2 5 9 19 3 7 9 15 3 7 9 31 3 7 9 20 3 7 9 10 3 6 10 4 2 6 10 18 2 5 10 14 2 5 10 5 3 5 9 9 3 5 9 23 2 5 10 26 2 5 10 22 3 6 9 28 3 6 9 21 3 6 9 6 2 5 9 30 4 7 9 1 3 6 9 17 3 6 9 12 2 6 10
26 0 0 6.14 7 4 7 11 31 1 5 11 8 1 5 11 9 1 5 11 20 4 8 9 2 3 7 10 30 1 5 11 25 1 5 11 22 4 8 9 1 4 8 12 21 1 5 12 17 1 5 12 24 4 7 9 23 1 5 11 32 1 5 11 29 1 5 11 14 4 8 9 28 1 5 11 6 1 5 11 4 1 5 11 11 4 8 9 15 1 5 12 10 1 5 11 18 1 5 11 26 4 7 10 12 1 5 11 3 1 7 11 16 1 5 11 27 4 7 10 5 1 5 11 19 1 5 11 13 1 5 12
36 0 0 22.49 17 4 5 9 21 3 6 10 4 2 5 11 3 2 5 10 30 4 5 9 22 3 5 9 14 2 5 10 31 2 6 10 20 4 6 9 6 2 6 10 29 3 6 9 32 2 6 10 12 3 6 9 18 3 6 9 5 2 6 10 19 2 6 10 26 4 6 9 24 3 6 10 27 2 5 11 11 2 5 10 2 3 6 10 7 2 5 9 23 2 5 10 16 2 5 10 10 3 6 9 13 3 6 10 9 2 5 9 25 1 5 9 28 4 7 9 15 3 6 9 8 2 6 10 1 2 6 10
38 0 0 11.35 2 3 7 10 26 2 6 11 23 2 6 11 4 2 6 10 14 2 6 10 17 2 6 11 22 2 6 11 27 2 6 11 18 3 6 10 24 2 6 10 5 2 6 10 25 2 6 10 1 3 6 10 21 2 6 10 12 2 6 10 10 2 6 10 13 3 7 10 15 2 6 11 11 2 6 10 9 2 6 11 32 3 6 10 20 2 7 11 30 2 6 11 19 2 6 11 8 3 6 10 31 2 6 10 28 2 6 10 3 2 6 10 7 3 6 10 29 2 6 10 6 2 6 10 16 2 6 10
27 0 0 30.58 21 4 6 9 9 3 6 10 18 3 5 9 28 3 6 10 11 3 6 9 15 3 6 10 6 2 5 10 23 3 6 10 20 4 7 9 13 3 7 9 27 3 7 9 7 3 7 9 8 4 7 9 26 3 7 9 10 3 7 11 25 3 7 11 31 3 6 10 2 3 6 9 24 3 5 9 5 1 5 10 3 4 6 9 29 3 6 10 22 3 6 10 4 2 5 10 16 3 6 9 14 3 7 9 12 3 6 9 19 3 7 9 17 3 7 9 30 3 7 9 1 3 7 10 32 3 7 11
24 0 0 14.31 21 3 7 10 14 3 6 10 12 2 5 10 6 1 5 11 23 4 5 9 24 3 5 9 11 2 5 10 4 1 5 10 7 3 6 9 28 3 5 9 2 2 5 10 13 1 5 10 18 4 6 9 10 3 6 10 5 2 6 10 20 1 5 11 22 4 7 10 9 3 6 10 8 2 5 11 31 1 5 10 26 4 5 9 3 3 6 10 1 2 6 11 27 1 5 10 32 4 6 9 16 3 6 9 19 2 5 9 25 1 5 9 30 4 6 9 15 3 6 9 17 2 5 10 29 1 6 11
25 0 0 12.09 5 3 8 12 11 2 6 11 21 1 5 11 6 1 5 12 15 4 5 9 25 1 5 12 23 1 5 12 1 1 5 12 26 4 5 9 9 1 5 9 14 1 5 9 31 1 5 9 13 3 5 9 27 1 5 9 30 1 5 9 29 1 5 9 19 4 7 9 32 1 5 12 28 1 5 12 3 1 5 12 24 4 5 9 10 1 5 10 17 1 5 11 18 1 5 11 22 4 5 9 2 1 5 12 16 1 5 9 7 1 5 9 4 1 5 9 8 1 5 9 20 1 5 10 12 1 5 10
25 0 1 2.9 15 1 5 9 32 1 5 9 2 3 5 9 20 1 5 9 25 1 5 9 5 1 5 9 8 1 5 12 31 1 5 9 10 1 5 9 18 1 5 9 11 1 5 11 30 1 5 9 14 1 5 9 17 1 6 10 6 1 5 9 29 1 5 9 4 1 5 9 7 1 6 10 23 1 5 9 13 1 5 9 16 1 5 9 22 1 5 9 3 1 5 9 9 1 5 9 12 1 5 9 26 1 5 9 27 1 5 9 19 1 5 9 21 1 6 10 1 1 5 9 24 1 5 9 28 1 5 9
30 1 0 9.74 9 4 7 9 28 3 7 11 18 2 5 11 7 1 5 11 6 4 7 9 20 2 5 9 23 3 6 10 3 1 5 11 10 4 7 9 12 1 5 9 5 1 5 11 2 1 5 11 22 3 6 9 14 3 5 9 29 3 6 9 16 2 6 11 11 4 7 9 26 3 7 10 27 3 6 10 13 1 5 9 8 4 7 10 31 3 6 9 1 1 5 11 30 3 7 9 25 3 6 9 17 2 5 10 21 2 6 10 15 1 5 9 4 4 5 9 19 3 6 9 24 2 6 10 32 3 7 11
29 0 0 31.69 4 2 7 11 6 1 6 11 20 2 5 11 22 1 5 11 19 2 5 10 18 2 5 10 2 1 5 11 32 2 5 10 3 1 5 9 10 2 5 9 27 2 5 9 15 2 5 9 31 3 5 9 21 1 5 9 1 2 6 10 23 2 6 10 13 2 7 11 11 2 7 11 25 2 5 11 29 2 5 11 14 2 6 10 5 1 5 10 8 1 5 10 16 2 5 11 12 2 5 9 9 2 5 9 24 2 5 9 26 2 5 9 28 3 5 9 7 1 5 9 17 2 5 10 30 2 6 10
47 0 0 13.05 8 1 7 11 27 1 5 11 21 1 5 11 5 1 5 11 24 1 5 9 19 1 5 11 14 1 5 11 16 1 5 11 22 1 5 9 13 1 5 9 31 1 5 9 28 1 5 9 32 1 5 9 30 1 5 9 26 1 5 9 1 1 6 10 17 1 7 11 29 1 7 11 6 1 7 11 2 2 6 11 25 1 5 11 9 1 5 11 10 1 5 11 7 1 7 11 18 1 5 9 20 1 5 9 23 1 5 9 4 1 5 10 11 1 5 9 3 2 5 10 12 1 5 9 15 1 5 9
35 0 0 16.94 19 4 6 9 28 1 5 10 5 1 5 12 20 1 5 10 24 4 5 9 3 1 5 9 6 1 5 9 21 1 5 9 18 4 5 9 12 1 5 9 10 1 5 10 25 1 5 9 7 4 6 9 4 1 5 9 23 1 5 9 29 1 5 10 15 4 6 9 30 1 5 10 31 1 5 12 14 1 5 12 1 4 5 9 17 2 5 9 22 1 5 9 2 1 5 10 32 4 5 9 16 1 5 9 8 1 5 10 11 1 5 9 27 4 5 9 26 1 5 9 9 1 5 11 13 1 5 11
29 0 0 12.93 20 4 8 10 30 1 7 11 7 1 5 12 26 1 5 12 31 4 5 9 13 1 5 9 6 1 5 10 21 1 5 10 25 4 5 9 2 1 5 9 19 1 5 9 15 1 5 9 27 4 5 9 28 1 5 9 17 1 5 9 29 1 5 9 23 4 7 10 11 1 7 11 4 1 5 11 12 1 5 11 22 4 5 9 32 1 5 9 16 1 5 10 8 1 5 9 9 4 5 9 3 2 5 9 14 1 5 9 5 1 5 9 10 4 5 9 1 1 5 9 18 1 5 9 24 1 5 9
41 0 0 8.04 24 1 5 9 23 1 5 9 32 1 5 9 15 1 5 9 28 1 5 9 30 1 5 9 19 1 5 9 5 1 5 9 27 1 5 9 1 2 5 10 13 2 5 9 2 1 5 10 4 4 5 9 9 1 5 9 21 1 5 9 14 1 6 10 20 1 5 9 25 1 5 9 29 1 5 9 31 1 5 9 17 1 5 9 7 1 5 10 11 1 5 11 10 1 5 11 12 1 5 9 18 1 5 9 22 1 5 9 16 1 5 9 3 2 5 9 26 1 5 9 6 1 5 9 8 1 5 10
29 1 0 7.71 1 4 5 9 12 1 5 9 20 1 5 9 9 1 5 9 2 4 5 9 15 1 5 9 17 1 5 9 31 1 5 9 6 4 5 9 30 4 5 9 4 1 5 9 24 1 5 9 32 4 5 9 21 4 5 9 16 1 5 9 27 1 5 9 19 4 5 9 7 1 5 9 10 1 5 9 22 1 5 9 14 4 5 9 3 1 5 9 13 1 5 9 28 1 5 9 11 4 5 9 5 1 5 9 25 1 5 9 23 1 5 9 26 4 5 9 18 4 5 9 8 1 5 9 29 1 5 9
57 0 0 29.44 26 4 6 10 31 3 6 10 27 2 5 10 21 2 5 11 25 3 5 9 4 2 5 10 19 2 5 10 6 1 5 10 2 4 6 9 16 3 6 9 7 3 6 9 15 2 5 9 5 3 5 9 12 3 6 9 14 2 6 10 23 2 6 10 29 3 7 10 11 3 8 10 8 2 5 10 22 1 5 10 17 3 5 9 18 3 5 9 32 2 5 10 28 2 5 10 24 3 6 9 30 3 5 9 10 2 6 10 13 2 5 9 3 4 6 9 9 3 6 9 20 2 6 10 1 2 8 12
25 1 0 4.91 28 3 6 10 29 3 6 10 25 3 6 10 13 3 6 10 27 3 6 10 20 3 6 10 12 3 6 10 2 3 6 10 6 3 7 10 32 3 7 10 21 3 7 10 17 3 7 10 22 3 7 9 9 3 7 9 24 3 7 11 23 3 7 11 19 3 6 10 8 3 6 10 1 3 6 10 14 3 6 10 7 3 6 10 5 3 6 10 15 3 6 10 3 3 6 10 31 3 7 10 10 3 7 10 18 3 7 10 11 3 7 10 4 3 7 9 16 3 7 9 26 3 7 11 30 3 7 11
29 1 0 7.71 1 4 5 9 12 1 5 9 20 1 5 9 9 1 5 9 2 4 5 9 15 1 5 9 17 1 5 9 31 1 5 9 6 4 5 9 30 4 5 9 4 1 5 9 24 1 5 9 32 4 5 9 21 4 5 9 16 1 5 9 27 1 5 9 19 4 5 9 7 1 5 9 10 1 5 9 22 1 5 9 14 4 5 9 3 1 5 9 13 1 5 9 28 1 5 9 11 4 5 9 5 1 5 9 25 1 5 9 23 1 5 9 26 4 5 9 18 4 5 9 8 1 5 9 29 1 5 9
41 1 0 19.91 15 3 7 11 8 2 7 11 31 1 7 11 2 2 5 11 1 4 5 9 3 2 5 10 29 1 5 11 10 1 5 11 19 3 6 9 6 2 6 10 25 2 6 10 16 1 5 9 23 3 6 9 20 2 6 10 13 2 6 10 32 1 5 10 30 2 7 11 18 2 7 11 24 1 5 11 28 1 5 12 27 3 5 9 14 2 5 10 9 1 5 11 17 1 5 11 12 3 6 9 7 3 5 9 4 1 5 9 5 1 5 9 11 4 5 9 26 2 6 10 22 2 6 10 21 1 5 9
NA N N 15.93 20 4 6 10 16 3 6 10 5 2 5 10 1 2 5 10 2 3 5 9 3 2 5 10 13 2 5 10 32 1 5 10 15 4 6 9 27 3 5 9 21 2 5 9 24 2 5 9 18 4 6 9 19 3 6 9 17 3 6 10 9 2 6 10 10 4 6 10 6 2 6 10 4 2 5 10 14 1 5 10 26 4 5 9 22 3 5 9 11 2 5 10 29 1 5 10 7 4 6 9 12 3 5 9 30 2 5 9 31 1 5 9 28 4 6 9 8 3 6 9 23 3 6 9 25 2 6 10
47 1 0 15.29 21 4 8 12 17 2 8 12 1 1 5 12 19 1 5 12 29 4 5 9 13 4 5 9 7 1 5 10 2 1 5 10 12 4 5 9 11 1 5 9 3 1 5 9 10 1 5 9 9 4 5 9 20 1 5 9 27 1 5 9 14 1 5 9 8 4 8 10 18 1 7 11 6 1 5 11 25 1 5 12 30 4 5 9 22 1 5 9 32 1 5 10 26 1 5 12 16 4 5 9 28 1 5 9 23 1 5 9 5 1 5 9 4 4 5 9 24 1 5 9 31 1 5 9 15 1 5 9
16 0 1 29.09 23 1 5 9 9 3 6 10 10 2 5 11 3 1 5 11 27 4 5 9 2 3 5 9 17 1 5 11 5 1 5 10 32 3 5 9 13 3 5 9 21 1 5 9 29 1 5 9 26 4 5 9 4 2 5 9 31 1 5 11 20 1 5 9 24 4 5 9 12 2 6 11 6 1 5 10 25 1 5 11 14 4 5 9 8 3 5 9 16 1 5 11 22 1 5 11 1 4 5 9 28 4 5 9 11 2 5 9 7 1 5 9 18 4 5 9 30 1 5 9 19 1 5 9 15 1 5 10
49 0 0 19.14 16 3 6 10 28 3 6 9 12 2 5 10 31 2 5 9 10 4 5 9 15 3 6 9 4 2 5 9 7 2 5 10 24 4 6 9 22 3 6 9 20 2 5 10 8 2 5 9 25 4 7 9 30 3 6 9 29 2 6 10 26 1 6 11 14 3 6 10 23 3 7 11 21 2 5 10 5 2 5 11 9 4 5 9 32 3 5 9 13 2 5 10 11 2 5 10 3 4 5 9 19 3 6 10 17 2 5 10 2 1 5 12 6 4 6 9 1 3 7 10 27 2 6 10 18 2 6 10
54 0 0 14.59 8 2 7 11 26 2 6 11 2 1 5 12 24 2 6 11 3 2 5 9 7 1 5 9 18 2 5 10 16 2 5 11 23 2 6 10 6 2 5 9 29 2 6 10 21 2 6 10 20 2 6 11 9 2 6 10 14 1 5 9 25 2 6 10 30 3 7 11 22 2 7 11 5 2 5 11 13 2 5 11 15 2 5 10 11 2 6 11 31 2 6 10 32 2 6 11 12 2 6 10 28 2 6 10 10 2 6 10 17 2 5 9 27 3 6 10 4 1 5 9 1 1 5 9 19 2 5 10
35 0 1 21.84 1 4 7 11 7 1 7 12 31 1 5 12 22 1 5 12 20 4 5 9 5 2 5 10 8 1 5 11 23 1 5 12 32 4 5 9 26 1 5 9 19 1 5 9 18 1 5 9 27 4 5 9 29 1 5 9 12 1 5 9 4 1 5 9 10 4 8 12 9 1 7 12 25 1 5 12 16 1 5 12 13 4 5 9 11 1 5 9 28 1 5 12 3 1 5 11 6 4 5 9 30 1 5 9 24 1 5 9 2 1 8 12 14 4 5 9 15 1 5 9 17 1 5 9 21 1 5 9
20 0 1 14.79 30 3 6 9 31 3 6 10 7 2 5 10 25 2 5 10 8 4 5 9 13 3 5 9 20 2 5 10 21 2 5 10 10 3 6 9 26 3 6 9 5 3 6 9 27 2 5 9 16 3 6 9 32 3 6 9 4 2 6 10 6 2 6 10 19 3 6 10 12 3 6 9 9 2 5 10 28 2 5 10 29 3 5 9 17 3 5 9 14 2 5 10 18 2 5 10 15 3 6 9 11 3 6 9 22 2 6 10 24 2 5 9 23 3 7 9 3 3 7 9 1 3 6 10 2 2 6 10
35 0 0 20.89 12 2 6 11 14 2 7 12 6 1 5 11 5 2 5 11 29 3 5 9 32 1 5 9 25 1 5 11 19 1 5 12 8 3 6 9 7 2 5 9 27 1 5 9 2 1 5 9 23 4 5 9 20 1 5 9 31 1 5 9 10 1 5 11 16 4 8 12 15 1 7 12 13 2 6 11 4 2 5 11 28 3 5 9 1 2 5 9 26 1 5 12 22 1 5 11 3 3 6 9 30 2 5 9 21 1 5 9 17 1 5 9 11 4 5 9 9 2 5 9 24 1 5 9 18 1 5 10
20 0 1 18.4 24 3 5 9 26 4 5 9 27 4 5 9 12 1 5 9 20 4 5 9 13 4 5 9 1 2 5 10 17 1 5 9 8 4 7 9 30 4 5 9 15 2 5 9 3 1 5 9 28 4 5 9 21 4 5 9 5 3 7 10 14 1 5 11 29 4 5 9 7 4 5 9 32 2 5 9 4 1 5 10 25 4 5 9 6 4 5 9 10 3 5 9 2 1 5 10 23 3 5 9 22 3 5 9 31 4 5 9 11 1 5 9 16 4 6 9 19 3 6 9 9 2 6 10 18 1 6 12
26 0 0 11.19 6 4 8 12 17 1 7 11 12 1 5 12 27 1 5 12 13 3 5 9 2 1 5 12 14 1 5 11 7 1 5 11 22 3 5 9 30 1 5 9 10 1 5 9 28 1 5 9 18 3 5 9 19 1 5 9 5 1 5 9 16 1 5 10 24 3 8 11 3 1 8 12 23 2 5 9 8 1 5 12 20 3 5 9 4 1 5 9 15 1 5 11 9 1 5 11 11 4 5 9 31 1 5 9 1 1 5 9 21 1 5 9 26 3 5 9 25 1 5 9 32 1 5 9 29 1 5 9
32 0 0 15.15 9 2 7 11 27 1 7 11 2 1 5 12 25 1 7 11 11 3 6 10 8 1 5 11 20 1 5 11 16 1 6 11 1 3 6 9 18 1 5 10 22 1 5 10 23 1 5 9 21 2 6 10 15 2 6 10 14 2 6 10 4 1 5 9 24 2 7 11 28 1 7 11 31 1 6 11 19 1 5 11 6 3 5 9 7 1 5 11 12 1 5 11 30 1 5 11 29 2 5 10 26 1 5 9 3 1 5 9 13 1 5 10 10 2 6 10 32 1 5 9 17 1 5 10 5 1 5 9
49 0 0 11.13 8 3 6 10 30 3 6 10 9 2 6 10 10 3 6 10 31 3 6 10 23 3 6 10 12 3 6 10 16 2 6 10 13 3 6 10 2 3 6 10 19 2 6 10 20 2 6 10 22 3 6 10 6 3 6 10 4 3 6 10 5 3 6 10 21 3 6 10 27 3 6 10 24 2 6 10 29 2 6 10 11 3 6 10 1 3 6 10 32 2 6 10 28 2 6 10 15 3 6 10 3 3 6 10 7 2 6 10 17 2 6 10 25 3 6 10 18 3 6 10 26 2 6 10 14 2 6 10
22 1 0 16.8 21 4 5 9 28 3 5 9 5 3 5 9 20 1 5 10 1 4 5 9 23 3 5 9 19 3 5 9 25 1 5 9 10 4 6 9 14 4 5 9 6 3 5 9 32 1 5 9 2 4 8 9 8 4 6 9 27 2 7 11 4 1 5 11 24 4 6 9 7 4 5 9 29 3 5 9 31 1 5 10 18 4 5 9 11 4 5 9 16 3 5 9 9 1 5 9 3 4 6 9 22 4 5 9 12 2 5 9 15 1 5 9 13 4 7 9 17 4 7 9 30 2 6 10 26 1 5 11
45 0 0 8.45 14 2 6 10 29 1 5 9 5 1 5 10 9 1 6 11 31 3 5 9 16 1 5 9 25 1 5 10 2 1 5 11 32 3 5 9 8 1 5 10 28 1 5 9 10 1 5 10 30 1 5 9 4 1 5 9 7 1 5 10 23 1 5 9 1 3 6 10 26 2 6 10 11 1 5 11 20 1 5 11 17 1 6 10 27 1 5 9 6 1 5 11 15 1 5 10 22 1 5 9 12 1 5 9 24 1 5 9 19 1 5 9 18 1 5 9 21 1 5 9 13 1 5 9 3 1 5 11
37 0 0 55.97 20 3 8 12 22 1 8 12 23 1 7 12 31 1 6 12 30 3 5 9 11 1 5 9 3 1 5 12 24 1 5 11 17 3 5 9 12 1 5 9 29 1 5 9 13 1 5 9 15 2 5 9 14 1 5 9 5 1 5 9 28 2 5 9 27 3 8 12 10 1 7 12 2 1 5 12 6 1 6 12 8 3 5 9 19 1 5 9 4 1 5 12 32 1 5 12 7 4 5 9 9 1 5 9 21 3 5 9 16 1 5 9 26 3 5 9 25 1 5 9 1 1 5 10 18 1 5 9
20 0 1 17.1 16 4 6 10 30 3 5 9 9 2 5 11 3 2 5 11 20 4 5 9 5 1 5 9 27 1 5 9 10 1 5 10 31 4 5 9 19 2 5 9 23 2 5 9 17 1 5 9 18 4 6 9 21 3 5 9 13 2 5 9 15 1 5 9 12 4 7 10 4 1 5 11 22 2 5 11 26 1 5 11 1 3 5 9 29 3 5 9 2 2 5 11 11 1 5 10 14 4 5 9 28 3 5 9 6 1 5 9 32 1 5 9 24 4 5 9 25 3 6 9 7 1 5 9 8 1 5 9
27 0 0 3.5 3 2 7 11 25 3 8 12 4 4 7 10 31 3 7 11 29 4 7 11 24 3 7 10 17 4 8 12 9 2 7 11 14 2 7 11 15 2 7 11 13 3 6 10 22 2 6 10 21 3 7 11 1 2 6 10 23 3 7 11 19 2 6 10 20 2 7 11 2 3 7 10 12 3 7 10 8 2 7 11 16 2 7 11 27 3 7 11 7 2 6 11 32 2 6 10 18 2 7 11 26 3 8 12 6 3 7 11 10 2 7 11 28 4 8 12 11 3 6 10 5 4 7 11 30 2 6 10
48 0 0 15975491.53 22 2 7 11 26 2 6 10 3 1 5 9 23 2 6 10 2 1 5 9 28 3 6 10 30 4 8 12 21 4 8 12 18 1 5 9 10 4 5 9 20 1 8 12 8 1 5 9 11 1 5 9 16 4 8 12 31 3 7 11 5 1 5 9 33 3 7 11 14 1 5 9 15 1 8 12 17 4 5 9 25 3 6 10 4 1 5 9 12 1 8 12 1 1 6 10 19 1 5 9 24 1 6 10 27 3 6 10 29 4 8 12 9 4 5 9 7 1 5 9 6 1 5 9 13 1 5 9
26 1 1 18.38 30 4 7 10 9 3 6 10 27 2 5 10 29 1 5 11 7 4 5 9 13 3 5 9 26 3 5 9 16 1 5 10 19 4 6 9 24 3 6 9 2 4 6 9 14 2 5 9 3 4 6 9 20 3 6 9 17 3 6 9 15 3 6 10 5 4 7 10 32 3 6 10 18 2 5 10 1 1 5 11 28 4 5 9 8 3 5 9 12 3 5 9 4 1 5 10 25 4 6 9 31 3 6 9 23 4 6 9 21 3 5 9 22 4 6 9 6 3 6 9 10 3 6 9 11 3 6 10
33 0 0 29.87 6 3 7 10 28 2 6 10 22 2 5 11 24 1 5 10 19 3 5 9 4 3 5 9 2 1 6 10 30 1 5 10 29 3 5 9 14 3 5 9 12 2 5 9 26 1 5 9 10 3 5 9 32 3 7 9 3 3 6 10 27 2 5 10 31 4 7 10 18 2 6 11 9 1 5 11 20 1 5 11 23 3 5 9 25 2 5 9 7 2 5 10 11 1 5 10 1 4 6 9 8 2 5 9 17 1 5 9 15 1 5 9 16 4 6 9 5 2 6 10 21 2 6 10 13 1 6 10
35 0 0 15.14 20 2 6 10 32 3 6 10 28 3 7 10 24 3 7 10 17 2 7 11 27 3 7 11 18 3 7 10 10 3 7 10 1 2 7 11 26 3 7 11 9 3 7 11 29 3 7 11 7 2 7 11 6 3 7 11 23 3 7 11 25 3 7 11 19 2 7 11 13 3 6 10 8 3 7 10 3 3 7 10 16 2 7 11 30 3 7 11 22 3 7 10 4 3 7 10 5 2 7 11 31 3 7 11 21 3 7 11 11 3 7 11 2 2 7 11 12 3 7 11 15 3 7 11 14 3 7 11
